Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.3.212-192.168.3.1-9155-53-6,192.168.3.212,9155,192.168.3.1,53,6,12/11/2023 02:07:09 下午,24801,4,5,36.0,206.0,34.0,0.0,9.0,16.69331203406522,206.0,0.0,41.2,92.12600067299134,9757.67106165074,362.88859320188703,3100.125,7259.654112923406,20961.0,0.0,1871.0,623.6666666666667,932.9980350104352,1701.0,85.0,23208.0,5802.0,10161.360046765394,20961.0,0.0,0,0,0,0,92,112,161.28381920083868,201.60477400104836,0.0,206.0,24.2,64.75560893767341,4193.288888888888,1,2,0,3,8,0,0,0,1.0,26.88888888888889,9.0,41.2,0,0,0,0,0,0,0,0,0,0,64240,913,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9156-53-6,192.168.3.212,9156,192.168.3.1,53,6,12/11/2023 02:07:09 下午,29668,4,5,36.0,277.0,34.0,0.0,9.0,16.69331203406522,277.0,0.0,55.4,123.87816595348835,10550.087636510718,303.35715248752865,3708.5,8482.280471665625,24544.0,0.0,2383.0,794.3333333333333,1190.4962550690084,2169.0,107.0,27591.0,6897.75,11842.122568047784,24544.0,0.0,0,0,0,0,92,112,134.8254011055683,168.53175138196036,0.0,277.0,31.3,86.98154338070168,7565.788888888889,1,2,0,3,8,0,0,0,1.0,34.77777777777778,9.0,55.4,0,0,0,0,0,0,0,0,0,0,64240,913,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9160-53-6,192.168.3.212,9160,192.168.3.1,53,6,12/11/2023 02:07:10 下午,14110,4,5,34.0,312.0,32.0,0.0,8.5,15.69500982265807,312.0,0.0,62.4,139.53064179598687,24521.61587526577,637.8454996456414,1763.75,3613.2657863568716,10530.0,0.0,1665.0,555.0,859.1810053766319,1547.0,47.0,12654.0,3163.5,4996.894402192893,10530.0,0.0,0,0,0,0,92,112,283.48688873139616,354.3586109142452,0.0,312.0,34.6,97.97981651567044,9600.044444444444,1,2,0,3,8,0,0,0,1.0,38.44444444444444,8.5,62.4,0,0,0,0,0,0,0,0,0,0,64240,913,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9161-53-6,192.168.3.212,9161,192.168.3.1,53,6,12/11/2023 02:07:10 下午,17389,4,5,34.0,239.0,32.0,0.0,8.5,15.69500982265807,239.0,0.0,47.8,106.88404932448995,15699.580194375752,517.5685778365633,2173.625,4461.570285304748,12961.0,0.0,2230.0,743.3333333333333,1198.295595140587,2127.0,48.0,15313.0,3828.2500000000005,6188.630240206633,12961.0,0.0,0,0,0,0,92,112,230.03047903847258,287.53809879809074,0.0,239.0,27.299999999999997,75.05264818778882,5632.9,1,2,0,3,8,0,0,0,1.0,30.333333333333332,8.5,47.8,0,0,0,0,0,0,0,0,0,0,64240,913,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9163-53-6,192.168.3.212,9163,192.168.3.1,53,6,12/11/2023 02:07:10 下午,16899,4,5,32.0,186.0,30.0,0.0,8.0,14.696938456699067,186.0,0.0,37.2,83.18172876299218,12900.171607787443,532.5758920646192,2112.375,3549.243136118702,10019.0,0.0,2509.0,836.3333333333333,1348.1429202177837,2393.0,49.0,14579.0,3644.7499999999995,4725.421982920326,10019.0,0.0,0,0,0,0,92,112,236.7003964731641,295.8754955914551,0.0,186.0,21.8,58.449978614196255,3416.3999999999996,1,2,0,3,8,0,0,0,1.0,24.22222222222222,8.0,37.2,0,0,0,0,0,0,0,0,0,0,64240,913,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9164-53-6,192.168.3.212,9164,192.168.3.1,53,6,12/11/2023 02:07:10 下午,21528,4,5,32.0,183.0,30.0,0.0,8.0,14.696938456699067,183.0,0.0,36.6,81.8400879764923,9986.993682645858,418.06020066889636,2691.0,4905.743048422212,14160.0,0.0,3843.0,1281.0,2130.430942321295,3741.0,45.0,17860.0,4465.0,6694.542553453522,14160.0,0.0,0,0,0,0,92,112,185.8045336306206,232.25566703827576,0.0,183.0,21.5,57.513766467979934,3307.8333333333335,1,2,0,3,8,0,0,0,1.0,23.88888888888889,8.0,36.6,0,0,0,0,0,0,0,0,0,0,64240,913,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-20.190.163.21-9162-443-6,192.168.3.212,9162,20.190.163.21,443,6,12/11/2023 02:07:10 下午,808514,20,18,4525.0,18390.0,1412.0,0.0,226.25,472.356898408062,1412.0,0.0,1021.6666666666666,617.6903850350157,28342.11899855785,46.99980457975991,21851.729729729737,49165.37949707693,236806.0,0.0,718524.0,37817.05263157895,78424.20356729002,323626.0,0.0,718663.0,42274.294117647056,64793.3187641333,236806.0,0.0,0,0,0,0,532,372,24.736739252505213,22.263065327254694,0.0,1412.0,587.5641025641025,670.304400406098,449307.9892037786,2,2,0,6,37,0,0,0,0.0,603.0263157894736,226.25,1021.6666666666666,0,0,0,22915,20,36634,0,0,0,0,64240,16386,5,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.52-239.255.255.250-59960-1900-17,192.168.3.52,59960,239.255.255.250,1900,17,12/11/2023 02:07:00 下午,3033777,4,0,700.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,230.7354825354665,1.318488471631237,1011259.0,4050.867067678227,1015379.0,1007281.0,3033777.0,1011259.0,4050.867067678227,1015379.0,1007281.0,0,0,0,0,0,0,0,0,0,32,0,1.318488471631237,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,0.0,0,0,0,0,0,0,1,233,0,0,0,0,3,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.87-224.0.0.251-57837-5353-17,192.168.3.87,57837,224.0.0.251,5353,17,12/11/2023 02:07:36 下午,42153,26,0,2409.0,0.0,281.0,40.0,92.65384615384616,74.40104424411922,0,0,0,0,57148.95736958223,616.8007022038763,1686.12,5669.691204995207,28230.0,0.0,42153.0,1686.12,5669.691204995207,28230.0,0.0,0,0,0,0,0,0,0,0,0,208,0,616.8007022038763,0.0,40.0,281.0,93.59259259259258,73.11911212811981,5346.404558404558,0,0,0,0,0,0,0,0,0.0,97.1923076923077,92.65384615384616,0.0,0,0,0,2409,26,57148,0,0,0,0,0,0,25,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-202.89.233.100-9142-443-6,192.168.3.212,9142,202.89.233.100,443,6,12/11/2023 02:07:08 下午,207988,8,11,1029.0,7670.0,871.0,0.0,128.625,305.0175346247678,1412.0,0.0,697.2727272727273,691.5174749648907,41824.52833817335,91.35142412062234,11554.888888888889,25621.097478190277,67496.0,0.0,207988.0,29712.571428571428,36278.25028791191,69408.0,160.0,140431.0,14043.1,28541.566080406697,68903.0,0.0,0,0,0,0,172,232,38.46375752447256,52.88766659614978,0.0,1412.0,434.9500000000001,612.5881655127821,375264.2605263157,0,2,0,5,18,0,0,0,1.0,457.8421052631579,128.625,697.2727272727273,0,0,0,8699,10,62048,0,0,0,0,64240,16382,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-115.231.223.3-9152-443-6,192.168.3.212,9152,115.231.223.3,443,6,12/11/2023 02:07:09 下午,615894,18,29,1944.0,19270.0,889.0,0.0,108.0,226.6746826725602,1412.0,0.0,664.4827586206897,655.659843248968,34444.23878134874,76.3118328803333,13388.999999999998,66122.81955270813,440517.0,0.0,615894.0,36229.05882352941,108145.23103821464,445433.0,73.0,598470.0,21373.928571428572,84331.84149797249,440517.0,0.0,0,0,0,0,372,592,29.225808337148923,47.08602454318437,0.0,1412.0,441.95833333333326,593.3896483952976,352111.274822695,0,2,0,19,46,0,0,0,1.0,451.36170212765956,108.0,664.4827586206897,0,0,0,21214,28,35465,0,0,0,0,64240,83,8,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9161-53-6,192.168.3.212,9161,192.168.3.1,53,6,12/11/2023 02:07:10 下午,1705,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.5307917888563,852.5,1026.0119395016804,1578.0,127.0,127.0,127.0,0.0,127.0,127.0,0,0,0,0,0,0,0,0,0,40,20,1173.0205278592375,586.5102639296188,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
183.213.200.214-192.168.3.212-29204-8903-6,183.213.200.214,29204,192.168.3.212,8903,6,12/11/2023 02:06:30 下午,60419285,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1655100685153755,6713253.888888889,7960857.995560191,1.5105735E7,61.0,6.0419209E7,1.510480225E7,909.0098550987302,1.5105796E7,1.5103591E7,6.0419224E7,1.5104806E7,912.4673510140602,1.5105802E7,1.5103589E7,0,0,0,0,100,100,0.08275503425768775,0.08275503425768775,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,501,512,0,20,67.25,6.344288770224763,76.0,61.0,1.5104735E7,910.8688160212754,1.5105735E7,1.5103524E7,NeedManualLabel
192.168.3.212-192.168.3.1-9119-53-6,192.168.3.212,9119,192.168.3.1,53,6,12/11/2023 02:06:55 下午,2935,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.4310051107325,2935.0,0.0,2935.0,2935.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,340.71550255536624,340.71550255536624,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
183.213.200.214-192.168.3.212-29204-6739-6,183.213.200.214,29204,192.168.3.212,6739,6,12/11/2023 02:06:41 下午,45515142,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17576568255021593,6502163.142857143,8109585.844651757,1.5253298E7,92.0,4.5515046E7,1.5171682E7,70818.58256135885,1.5253456E7,1.5130618E7,4.5514984E7,1.5171661333333334E7,70779.30570677656,1.525339E7,1.5130627E7,0,0,0,0,80,80,0.08788284127510797,0.08788284127510797,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,501,508,0,20,117.0,35.79106033634656,158.0,92.0,1.5171565E7,70783.06452111267,1.5253298E7,1.5130526E7,NeedManualLabel
192.168.3.212-192.168.3.1-9160-53-6,192.168.3.212,9160,192.168.3.1,53,6,12/11/2023 02:07:10 下午,1738,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.1219792865363,869.0,1050.7606768432097,1612.0,126.0,126.0,126.0,0.0,126.0,126.0,0,0,0,0,0,0,0,0,0,40,20,1150.7479861910242,575.3739930955121,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9091-53-6,192.168.3.212,9091,192.168.3.1,53,6,12/11/2023 02:06:50 下午,2149,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.9981386691486,1074.5,1250.8718959190026,1959.0,190.0,190.0,190.0,0.0,190.0,190.0,0,0,0,0,0,0,0,0,0,40,20,930.6654257794323,465.33271288971616,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.1-192.168.3.212-53-9120-6,192.168.3.1,53,192.168.3.212,9120,6,12/11/2023 02:06:55 下午,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,NaN,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,913,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-40.126.35.21-9157-443-6,192.168.3.212,9157,40.126.35.21,443,6,12/11/2023 02:07:09 下午,418802,9,9,2457.0,6289.0,1412.0,0.0,273.00000000000006,471.298207083371,1412.0,0.0,698.7777777777778,699.2517032116865,20883.376870215518,42.97973744155949,24635.411764705885,39350.10581634252,110664.0,0.0,418802.0,52350.25,65794.48189573782,185783.0,0.0,341638.0,42704.75000000001,46367.03334959934,110664.0,0.0,0,0,0,0,204,204,21.489868720779747,21.489868720779747,0.0,1412.0,460.3157894736842,611.3760483651774,373780.67251461983,0,2,0,6,17,0,0,0,1.0,485.8888888888889,273.0,698.7777777777778,0,0,0,8746,10,25634,0,0,0,0,64240,16386,4,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9136-53-6,192.168.3.212,9136,192.168.3.1,53,6,12/11/2023 02:07:08 下午,1411,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2126.1516654854713,705.5,765.796644025031,1247.0,164.0,164.0,164.0,0.0,164.0,164.0,0,0,0,0,0,0,0,0,0,40,20,1417.4344436569809,708.7172218284904,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-115.223.9.118-9101-443-6,192.168.3.212,9101,115.223.9.118,443,6,12/11/2023 02:06:50 下午,45081549,6,5,898.0,312.0,817.0,0.0,149.66666666666669,328.47810683006963,250.0,0.0,62.4,108.25340641291616,26.840248989669806,0.2440022635424528,4508154.9,1.421280353121469E7,4.4958479E7,68.0,4.5065123E7,9013024.6,2.009413506572991E7,4.4958479E7,207.0,4.5063811E7,1.126595275E7,2.2506557605831485E7,4.5025787E7,1477.0,0,0,0,0,132,124,0.1330921437504288,0.110910119792024,0.0,817.0,100.83333333333333,237.07031305782115,56202.33333333333,0,2,0,4,10,0,0,0,0.0,110.0,149.66666666666666,62.4,0,0,0,1209,4,32027,6,898,5,312,64240,30,3,20,106644.0,0.0,106644.0,106644.0,4.4958479E7,0.0,4.4958479E7,4.4958479E7,NeedManualLabel
192.168.3.212-220.185.184.16-9096-443-6,192.168.3.212,9096,220.185.184.16,443,6,12/11/2023 02:07:00 下午,930392,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2244473297276848,465196.0,635298.6733434913,914420.0,15972.0,914420.0,914420.0,0.0,914420.0,914420.0,0,0,0,0,0,0,0,0,0,40,20,2.14963155315179,1.074815776575895,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,511,3,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9093-53-6,192.168.3.212,9093,192.168.3.1,53,6,12/11/2023 02:06:50 下午,1798,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1668.5205784204672,899.0,1101.672365088641,1678.0,120.0,120.0,120.0,0.0,120.0,120.0,0,0,0,0,0,0,0,0,0,40,20,1112.3470522803116,556.1735261401558,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-47.112.179.13-56724-8700-17,192.168.3.212,56724,47.112.179.13,8700,17,12/11/2023 02:07:06 下午,72790,2,2,22.0,74.0,11.0,11.0,11.0,0.0,46.0,28.0,37.0,12.727922061357855,1318.8624811100426,54.95260337958511,24263.333333333332,20682.99413366772,37386.0,421.0,37807.0,37807.0,0.0,37807.0,37807.0,35404.0,35404.0,0.0,35404.0,35404.0,0,0,0,0,16,16,27.476301689792557,27.476301689792557,11.0,46.0,21.4,15.59807680452946,243.29999999999998,0,0,0,0,0,0,0,0,1.0,26.75,11.0,37.0,0,0,0,96,4,1318,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9090-53-6,192.168.3.212,9090,192.168.3.1,53,6,12/11/2023 02:06:50 下午,1971,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522.0700152207,985.5,1059.9530649986348,1735.0,236.0,236.0,236.0,0.0,236.0,236.0,0,0,0,0,0,0,0,0,0,40,20,1014.7133434804667,507.35667174023337,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9154-53-6,192.168.3.212,9154,192.168.3.1,53,6,12/11/2023 02:07:09 下午,2264,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.0883392226149,1132.0,1409.9709216859758,2129.0,135.0,135.0,135.0,0.0,135.0,135.0,0,0,0,0,0,0,0,0,0,40,20,883.3922261484099,441.69611307420496,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9146-53-6,192.168.3.212,9146,192.168.3.1,53,6,12/11/2023 02:07:09 下午,702,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2849.002849002849,702.0,0.0,702.0,702.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1424.5014245014245,1424.5014245014245,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9106-53-6,192.168.3.212,9106,192.168.3.1,53,6,12/11/2023 02:06:50 下午,1504,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994.68085106383,752.0,879.6408357960652,1374.0,130.0,130.0,130.0,0.0,130.0,130.0,0,0,0,0,0,0,0,0,0,40,20,1329.7872340425533,664.8936170212767,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,509,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.109-239.255.255.250-49668-1900-17,192.168.3.109,49668,239.255.255.250,1900,17,12/11/2023 02:07:12 下午,3029568,4,0,700.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,231.0560449542641,1.3203202568815093,1009856.0,2184.181540073993,1012373.0,1008459.0,3029568.0,1009856.0,2184.181540073993,1012373.0,1008459.0,0,0,0,0,0,0,0,0,0,32,0,1.3203202568815093,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,0.0,0,0,0,0,0,0,1,233,0,0,0,0,3,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9135-53-6,192.168.3.212,9135,192.168.3.1,53,6,12/11/2023 02:07:08 下午,838,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2386.634844868735,838.0,0.0,838.0,838.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1193.3174224343675,1193.3174224343675,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-203.119.169.109-3505-443-6,192.168.3.212,3505,203.119.169.109,443,6,12/11/2023 02:06:53 下午,42131330,4,2,1152.0,142.0,576.0,0.0,288.0,332.55375505322445,71.0,71.0,71.0,0.0,30.713485664943406,0.1424118346133388,8426266.0,1.875525361222075E7,4.1976683E7,34868.0,4.213133E7,1.4043776666666668E7,2.4190606487363774E7,4.1976683E7,77086.0,4.2053801E7,4.2053801E7,0.0,4.2053801E7,4.2053801E7,1,0,0,0,80,40,0.09494122307555922,0.04747061153777961,0.0,576.0,267.14285714285717,290.3597932286933,84308.80952380953,0,0,0,4,6,0,0,0,0.0,311.6666666666667,288.0,71.0,0,0,0,0,0,0,4,1152,2,142,509,460,1,20,77561.0,0.0,77561.0,77561.0,4.1976683E7,0.0,4.1976683E7,4.1976683E7,NeedManualLabel
192.168.3.212-192.168.3.1-9138-53-6,192.168.3.212,9138,192.168.3.1,53,6,12/11/2023 02:07:08 下午,1597,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878.522229179712,798.5,929.84541726031,1456.0,141.0,141.0,141.0,0.0,141.0,141.0,0,0,0,0,0,0,0,0,0,40,20,1252.3481527864747,626.1740763932373,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-220.185.184.16-9097-443-6,192.168.3.212,9097,220.185.184.16,443,6,12/11/2023 02:07:00 下午,931069,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2221027657456105,465534.5,634385.7984889795,914113.0,16956.0,914113.0,914113.0,0.0,914113.0,914113.0,0,0,0,0,0,0,0,0,0,40,20,2.148068510497074,1.074034255248537,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,511,3,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-49.4.45.146-9108-443-6,192.168.3.212,9108,49.4.45.146,443,6,12/11/2023 02:06:50 下午,10932817,15,12,7372.0,5326.0,1412.0,0.0,491.46666666666664,593.1330694669098,1412.0,0.0,443.8333333333333,568.9958992236529,1161.457289553095,2.469628824849076,420492.9615384615,2089874.0285458064,1.0666563E7,0.0,1.0932817E7,780915.5,2845434.069522549,1.0666563E7,0.0,1.084339E7,985762.7272727273,3239324.0466404124,1.0752581E7,0.0,0,0,0,0,312,252,1.3720160138050421,1.0976128110440337,0.0,1412.0,453.49999999999994,568.1360361353217,322778.5555555555,0,2,0,12,26,0,0,0,0.0,470.2962962962963,491.46666666666664,443.8333333333333,0,0,0,6349,8,96636,15,7372,12,5326,64240,94,8,20,170356.0,0.0,170356.0,170356.0,1.0666563E7,0.0,1.0666563E7,1.0666563E7,NeedManualLabel
192.168.3.212-192.168.3.1-9149-53-6,192.168.3.212,9149,192.168.3.1,53,6,12/11/2023 02:07:09 下午,12893,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.1229349259288,12893.0,0.0,12893.0,12893.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,77.5614674629644,77.5614674629644,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-20.187.186.89-3389-443-6,192.168.3.212,3389,20.187.186.89,443,6,12/11/2023 02:06:54 下午,89949,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.117410977331598,22.234821954663197,89949.0,0.0,89949.0,89949.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,11.117410977331598,11.117410977331598,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,509,59,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9147-53-6,192.168.3.212,9147,192.168.3.1,53,6,12/11/2023 02:07:09 下午,3644,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.847420417124,3644.0,0.0,3644.0,3644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,274.423710208562,274.423710208562,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-13.105.74.50-9158-443-6,192.168.3.212,9158,13.105.74.50,443,6,12/11/2023 02:07:09 下午,932093,10,11,2248.0,9996.0,1412.0,0.0,224.79999999999998,450.5783444024406,1412.0,0.0,908.7272727272726,638.6044301301222,13136.028271856994,22.52994068188475,46604.65,82307.3404888333,203881.0,0.0,932093.0,103565.88888888889,127746.73983750472,321193.0,0.0,685457.0,68545.70000000001,95812.9312370378,204212.0,0.0,0,0,0,0,212,232,10.728543181849881,11.801397500034868,0.0,1412.0,556.5454545454545,642.9096601924964,413332.8311688312,0,2,0,6,20,0,0,0,1.0,583.047619047619,224.8,908.7272727272727,0,0,0,12244,13,17871,0,0,0,0,64240,2051,4,20,0,0,0,0,0,0,0,0,NeedManualLabel
